power,war_name,start_year,end_year,duration,outcome,primary_enemy,enemy_modern_equiv,enemy_type,posture,home_away,self_capital,enemy_capital,distance_km,self_gdp_cap,self_pop_thousands,opp_gdp_cap,opp_pop_thousands,self_urban_pct,opp_urban_pct,self_builtup_ha,self_grazing_ha,self_cropland_ha,opp_builtup_ha,opp_grazing_ha,opp_cropland_ha,self_urban_pop,self_rural_pop,opp_urban_pop,opp_rural_pop,gdp_cap_ratio,pop_ratio,urban_pct_ratio,builtup_ratio,grazing_ratio,cropland_ratio,urban_pop_ratio,self_total_gdp,opp_total_gdp,total_gdp_ratio,log_gdp_cap_ratio,log_total_gdp_ratio,log_pop_ratio,log_urban_pct_ratio,log_builtup_ratio,log_grazing_ratio,log_cropland_ratio,log_urban_pop_ratio,log_distance,win,is_offensive,is_home,is_colonial,century
England/UK,First Anglo-Dutch War,1652,1654,2,Won,Dutch Republic,Netherlands,European,Offensive,Away,London,The Hague,311,1720.0,7415.4,3392.156862745098,1708.0,2.1,28.03200096,3957.7435,3673035.756,8323460.2,12984.35556,2236520.828,320338.26639999996,124312.1984,5795316.62,512400.2256,1268328.08,0.5070520231213873,4.341569086651053,0.07491438099608284,0.30480862001286724,1.6422989269832098,25.983346584034585,0.2426076183991438,12754488.0,5793803.9215686275,2.20140138890769,-0.6791416709480914,0.789094152527138,1.4682358234752295,-2.5914094042711784,-1.1880711746874322,0.4960970449989348,3.257455816804805,-1.4163098798360558,5.739792912179234,1.0,1,0,0,17
England/UK,Anglo-Spanish War of 1654,1654,1660,6,Won,Spain,Spain,European,Offensive,Away,London,Madrid,1263,1903.0,7463.3,1158.1780297667488,8526.2,2.1,18.805,3957.7435,3687321.162,8338436.4,22931.79546,4252019.882,7604336.69,125049.58179999999,5829692.74,1543615.0,6686385.0,1.6430979962409187,0.8753371959372287,0.11167242754586547,0.1725875981627127,0.8671928317196894,1.096536981452356,0.08101086203489859,14202659.9,9874857.517397255,1.4382647926796048,0.49658348197573765,0.3634373819019107,-0.13314610007382693,-2.1921854471929225,-1.7568503559693307,-0.1424939143368121,0.09215701512180377,-2.513172034103913,7.141245122350491,1.0,1,0,0,17
England/UK,Second Anglo-Dutch War,1665,1667,2,Lost,Dutch Republic,Netherlands,European,Offensive,Away,London,The Hague,311,1907.0,7726.75,3265.597147950089,1760.0,2.1,29.5400007,3957.7435,3765890.895,8420805.5,13941.9652,2302949.3850000002,329711.633,129105.1905,6018761.4,555625.1645,1284489.225,0.5839667030567686,4.390198863636364,0.07109004570876669,0.28387271401308617,1.6352469227194932,25.539910203896266,0.2323602290695025,14734912.25,5747450.980392157,2.563729956161299,-0.5379113130930973,0.9414632122017992,1.4793745252948967,-2.6438079560705385,-1.2592293313828986,0.49179381601640737,3.240242334697518,-1.459466400019496,5.739792912179234,0.0,1,0,0,17
England/UK,Third Anglo-Dutch War,1672,1674,2,Indecisive,Dutch Republic,Netherlands,European,Offensive,Away,London,The Hague,311,1860.0,7894.4,2923.351158645276,1788.0,2.1,30.35200056,3957.7435,3815889.816,8473222.2,14457.60116,2338718.608,334758.8304,131686.0324,6139077.82,578900.1316,1293191.38,0.6362560975609757,4.415212527964206,0.06918819060538393,0.2737482834254642,1.6316156218824596,25.311422524315283,0.2274762523132237,14683584.0,5226951.871657753,2.809205892944836,-0.4521541275704378,1.0329018430311403,1.4850559706015782,-2.6709250869134653,-1.2955462684629984,0.48957070299404004,3.231255777020129,-1.4807094314760503,5.739792912179234,,1,0,0,17
England/UK,Nine Years' War,1688,1697,9,Indecisive,France,France,European,Defensive,Away,London,Paris,343,2333.0,8277.6,1941.8349109790838,21114.48,2.1,6.981932415999999,3957.7435,3930173.0640000002,8593031.8,87487.854,26802421.44,20765885.28,137585.0996,6414086.78,1505260.36,20045762.56,1.201440960201755,0.3920342816872592,0.300776328797967,0.04523763378628535,0.1466349998561921,0.4138052235257268,0.09140285843971868,19311640.8,41000834.391169645,0.471006043822346,0.18352163657819567,-0.7528843531534698,-0.9364059897316656,-1.2013883841586945,-3.0958259326766915,-1.9198087741212924,-0.8823598904402498,-2.392478527053518,5.8377304471659395,,0,0,0,17
England/UK,War of the Spanish Succession,1701,1714,13,Won,France,France,European,Offensive,Away,London,Paris,343,2613.0,8670.616666666667,1776.4617571071435,21552.491666666665,2.52199997,7.19260623,4493.83469,4045534.0,8681622.8,87487.854,27129599.4,21088439.0,173639.322,6637650.15,1587183.31,20465214.6,1.4709013518282017,0.402302286007921,0.3506378480001956,0.05136524082531501,0.14911882554373435,0.4116768813471685,0.10940092483709395,22656321.35,38287177.216203734,0.5917469763326269,0.3858753773910768,-0.524676140305151,-0.9105515176962278,-1.0480013602387068,-2.9687935838149233,-1.9030118039896697,-0.887516505906933,-2.2127359353088374,5.8377304471659395,1.0,1,0,0,18
England/UK,War of the Quadruple Alliance,1718,1720,2,Won,Spain,Spain,European,Offensive,Away,London,Madrid,1263,2606.0,10466.1,1149.1208533780512,9284.95,9.69599994,20.6960016,15022.415079999999,4550022.1,8614747.0,28913.4896,4623769.2,8412704.6,744967.1640000001,6903720.4,1909971.8399999999,7318301.9,2.2678206494462145,1.1272112396943441,0.4684962886744269,0.5195642341282803,0.9840504366005118,1.0240163430913765,0.3900409149487776,27274656.6,10669529.667572537,2.5563129256666994,0.8188193040111996,0.9385659569037271,0.11974665289252777,-0.7582270990545101,-0.6547648300261866,-0.016078126535626562,0.02373248654012812,-0.9415036352360565,7.141245122350491,1.0,1,0,0,18
England/UK,War of the Austrian Succession,1740,1748,8,Indecisive,France,France,European,Offensive,Away,London,Paris,343,2526.0,12789.666666666666,1667.4412016560752,24730.666666666668,18.980001,14.706773,33146.402,5202298.5,8433438.0,122003.2,20999220.0,22676856.0,1663587.2,7101361.0,3587618.8,20806714.0,1.514895996027457,0.5171581841708001,1.2905619064087004,0.27168469351623564,0.24773770168606263,0.37189626286818595,0.46370233091653995,32306698.0,41236932.544422515,0.7834408625131752,0.4153467871180216,-0.24405969863946878,-0.6594064857574904,0.25507770989671413,-1.3031131001093983,-1.3953847470200387,-0.9891403268561435,-0.7685124608202589,5.8377304471659395,,1,0,0,18
England/UK,Seven Years' War,1756,1763,7,Won,France,France,European,Offensive,Away,London,Paris,343,2643.0,14479.533333333333,1971.736703475734,26034.533333333333,23.8599996,17.7894366,45655.642,5606765.2,8369663.4,138610.966,18899332.8,23273374.8,2294157.3200000003,7315000.6,4510641.1,20830102.8,1.3404426642466907,0.5561664251071653,1.3412453770458364,0.3293797259879136,0.2966647161216189,0.3596239682437461,0.5086100332832955,38269406.6,51333244.93119578,0.7455092046352063,0.29299990586319863,-0.2936877979250538,-0.5866877037882525,0.2935985682062897,-1.110544011439045,-1.2151526798166234,-1.0226963260926536,-0.67607369893094,5.8377304471659395,1.0,1,0,0,18
England/UK,First Anglo-Mysore War,1767,1769,2,Indecisive,Kingdom of Mysore,India,Colonial / Eastern,Offensive,Away,London,Seringapatam,8019,2891.0,15641.316666666666,1056.3333333333333,189566.66666666666,25.070001400000002,13.3299997,50982.999800000005,5745283.35,8261637.5,494391.534,3261218.29,60892899.2,2560173.96,7646874.55,25267136.4,164289551.0,2.7368254970022092,0.08251090205732373,1.880720327398057,0.10312272013945936,1.7616984939698714,0.13567489163005725,0.10132426245183843,45219046.48333333,200245588.88888887,0.22581794053113557,1.006798670993535,-1.4880261772291217,-2.4948248482226565,0.6316548563288478,-2.2718355423102476,0.5662783970773853,-1.9974937577795713,-2.289429385528667,8.989569004807029,,1,0,1,18
England/UK,First Anglo-Maratha War,1775,1782,7,Indecisive,Maratha Confederacy,India,Colonial / Eastern,Offensive,Away,London,Pune,7306,2895.0,16486.25,1050.8431372549019,192500.0,25.950000000000003,13.25,55133.747,5832679.75,8238260.0,499025.95499999996,3311682.1,64539906.0,2766140.6,7887385.0,25503991.0,166985875.0,2.754930681245685,0.08564285714285715,1.958490566037736,0.11048272429036282,1.76124385550171,0.12764598696502594,0.10845912704407715,47727693.75,202287303.9215686,0.23594013477239834,1.0133922812159861,-1.4441771723538952,-2.4575694535698815,0.6721740571796665,-2.202896111510584,0.5660202955102372,-2.058494573587287,-2.221381886245563,8.896451207355227,,1,0,1,18
England/UK,American Revolutionary War,1775,1783,8,Lost,United States,United States,European,Defensive,Away,London,Philadelphia,5700,2895.0,16486.25,2419.0,6613.125,25.950000000000003,4.281481149999999,55133.747,5832679.75,8238260.0,36607.592,12054763.0,6872306.75,2766140.6,7887385.0,183379.385,4086593.9,1.1967755270773046,2.49295907759191,6.060986628424139,1.5060741225481318,0.48384856259720743,1.1987619731904429,15.084250609740021,47727693.75,15997149.375,2.9835124140672096,0.17963087939706832,1.093101268878737,0.9134703894816685,1.8018725968000981,0.40950634632597804,-0.7259833084207692,0.18128933522856516,2.7136511935341505,8.648221453822641,0.0,0,0,0,18
England/UK,Second Anglo-Mysore War,1780,1784,4,Indecisive,Kingdom of Mysore,India,Colonial / Eastern,Defensive,Away,London,Seringapatam,8019,3049.0,17014.333333333332,1047.4117647058824,194333.33333333334,26.499998,13.2,57795.374,5883623.0,8250296.0,501895.56,3343222.0,66880732.0,2897900.2,8037572.5,25650650.0,168672450.0,2.9109850612153205,0.08755231560891938,2.0075756060606063,0.11515418466742365,1.7598660812832652,0.12335833884114786,0.11297570237011538,51876702.33333333,203547019.60784316,0.2548634828123732,1.0684915329108544,-1.367027238700962,-2.4355187716118163,0.6969278279281504,-2.161483312364701,0.5652377159750929,-2.092661835201787,-2.18058250666393,8.989569004807029,,0,0,1,18
England/UK,Third Anglo-Mysore War,1790,1792,2,Won,Kingdom of Mysore,India,Colonial / Eastern,Offensive,Away,London,Seringapatam,8019,3072.0,18070.5,1040.549019607843,198000.0,27.599998,13.099999,63510.27,5676875.0,8128365.5,507491.29999999993,3406301.5,71914770.0,3178731.0,8338410.5,25936634.0,172052940.0,2.9522876309640464,0.09126515151515152,2.106870237165667,0.12514553451458182,1.6665803071160905,0.11302776189091615,0.12255757628379997,55512576.0,206028705.88235292,0.26944097795624145,1.0825803379550814,-1.3114059183465738,-2.393986256301655,0.7452035463881085,-2.0782779428070044,0.5107738066931636,-2.180121809993711,-2.0991743489376833,8.989569004807029,1.0,1,0,1,18
England/UK,War of the First Coalition,1793,1797,4,Lost,France,France,European,Offensive,Away,London,Paris,343,3051.0,18387.35,1601.7513197255046,29049.725,27.929998599999998,24.9178109,65353.445999999996,5602519.25,8095500.8,174397.496,17104593.4,24519585.2,3268580.55,8429198.45,6848223.8,20625662.4,1.9047900647416705,0.6329612414575353,1.1208849249273338,0.3747384423455254,0.32754471965407844,0.33016467179061415,0.4772888044342242,56099804.849999994,46530435.356412984,1.2056582840948666,0.6443718002706083,0.18702571163311413,-0.457346088637494,0.1141184848754595,-0.9815269834476033,-1.1161306846666652,-1.1081637435573122,-0.7396335112809496,5.8377304471659395,0.0,1,0,0,18
England/UK,War of the Second Coalition,1798,1802,4,Won,France,France,European,Offensive,Away,London,Paris,343,3161.0,18915.433333333334,1706.167550679424,29457.183333333334,28.4799996,25.881062399999998,68425.406,5478593.0,8040726.3,179484.656,16822632.4,24671887.2,3418329.8,8580511.7,7186924.3,20575256.4,1.852690258199576,0.6421331299496275,1.100418489775752,0.3812326219128169,0.3256679971203556,0.32590641464995024,0.4756318081714037,59791684.76666667,50258890.33774809,1.1896737943248772,0.6166387763960158,0.17367914712895138,-0.44295962926706456,0.09569055270406399,-0.9643455339674217,-1.1218768302923015,-1.1211450104542957,-0.7431112363106229,5.8377304471659395,1.0,1,0,0,18
England/UK,Fourth Anglo-Mysore War,1799,1799,1,Won,Kingdom of Mysore,India,Colonial / Eastern,Offensive,Away,London,Seringapatam,8019,3207.0,19021.05,1034.372549019608,201300.0,28.5899998,13.0099999,69039.798,5453807.75,8029771.4,512398.32499999995,3463072.8699999996,76786410.6,3448279.65,8610774.35,26187420.8,175101987.0,3.100430307281102,0.09449105812220567,2.197540355092547,0.13473853178579379,1.5748463733597384,0.10457281877426369,0.1316769481170135,61000507.349999994,208219194.11764708,0.29296294036914655,1.131540910658406,-1.2277091613465196,-2.3592500720049254,0.7873387145007487,-2.0044191801559137,0.454157726796215,-2.2578716198751003,-2.0274037188330936,8.989569004807029,1.0,1,0,1,18
England/UK,Second Anglo-Maratha War,1803,1805,2,Won,Maratha Confederacy,India,Colonial / Eastern,Offensive,Away,London,Pune,7306,3252.0,19443.516666666666,1023.0,202766.6666666667,29.705618899999997,13.0,72259.948,5224016.75,7953189.55,515741.425,3488304.71,79073813.8,3605075.71,8529704.75,26358278.6,176397719.0,3.1788856304985336,0.09589108992273548,2.2850476076923076,0.14010886947853762,1.497580396295139,0.10057930897472407,0.13677204663888787,63230316.199999996,207430300.00000003,0.3048268078482265,1.1565307047160747,-1.1880115067792578,-2.3445422114953325,0.8263868590054084,-1.9653355194450706,0.40385073657481163,-2.2968087186663335,-1.9894396321084553,8.896451207355227,1.0,1,0,1,19
England/UK,Caribbean Campaign,1803,1810,7,Won,France,France,European,Offensive,Away,London,Paris,343,3252.0,19443.516666666666,1737.1416122010803,29864.641666666666,29.705618899999997,26.8443154,72259.948,5224016.75,7953189.55,187656.311,16891306.6,25115362.6,3605075.71,8529704.75,7651477.65,20821753.8,1.8720408153020338,0.6510547450622349,1.1065888050175419,0.3850653762451933,0.30927250766971454,0.3166663239813229,0.47116071887107974,63230316.199999996,51879111.77264089,1.2188010557525641,0.6270291808636755,0.19786763435201857,-0.4291615465116571,0.1012821348732641,-0.9543421506810986,-1.173532488887604,-1.1499066652204892,-0.7525560141454557,5.8377304471659395,1.0,1,0,0,19
England/UK,War of the Third Coalition,1805,1805,1,Indecisive,France,France,European,Offensive,Away,London,Paris,343,3347.0,19654.75,1891.73696437215,30027.625,30.376031499999996,27.229616999999998,73997.12,5087346.25,7909438.25,191747.505,17012279.0,25370399.0,3689639.85,8455483.25,7870859.75,20999527.0,1.7692734576928026,0.6545555967213524,1.1155511845796435,0.3859091673709131,0.2990396671721643,0.31175852811774857,0.4687721503359274,65784448.25,56804368.16480528,1.158087843863363,0.5705689864376805,0.14677023453222862,-0.4237987519054519,0.10934861871418874,-0.9521532549007936,-1.2071790482631832,-1.1655263391658415,-0.7576384487639755,5.8377304471659395,,1,0,0,19
England/UK,Peninsular War,1808,1814,6,Won,France,France,European,Offensive,Away,London,Paris,343,3250.0,19971.6,2022.1609462729605,30272.1,31.381650399999998,27.8075694,76602.878,4882340.5,7843811.3,197884.296,17193737.6,25752953.6,3816486.06,8344151.0,8199932.9,21266186.8,1.6071915571260866,0.6597361927319214,1.1285290687793805,0.38710943489927063,0.2839603938122215,0.3045790949586458,0.4654289378392352,64907699.99999999,61215058.381669685,1.0603224388892527,0.4744882813478003,0.058573049499668746,-0.4159152318481315,0.1209150757202906,-0.9490478484088866,-1.2589205089538298,-1.188824472003529,-0.7647958516214277,5.8377304471659395,1.0,1,0,0,19
England/UK,War of 1812,1812,1815,3,Indecisive,United States,United States,European,Defensive,Away,London,Washington,5897,3207.0,20394.066666666666,2731.9,9382.266666666666,32.7224764,7.27999976,84628.508,4890094.2,7816171.8,125777.632,21031186.0,16020059.2,4210614.66,8604269.0,630061.2520000001,8029951.8,1.1739082689703138,2.173682265834837,4.494845807522389,0.6728422745309754,0.2325163307480615,0.4878990584504207,6.682865589074504,65403771.8,25631414.30666667,2.5517035859776427,0.16033858289347197,0.9367612090413642,0.7764226261478923,1.5029313642256277,-0.39624433857117236,-1.458794816644815,-0.7176467419625341,1.899546875963143,8.682199026000504,,0,0,0,19
England/UK,War of the Sixth Coalition,1813,1814,1,Won,France,France,European,Offensive,Away,London,Paris,343,3328.0,20499.683333333334,1858.4980509565842,30679.558333333334,33.0576831,28.7708051,87772.737,4962306.3,7824227.7,208125.043,17429722.8,26329824.6,4365396.890000001,8771438.75,8748570.1,21634853.0,1.7906932957433295,0.6681870420233669,1.1490009746025494,0.4217307813361028,0.2847036844441381,0.2971621656758017,0.49898404426113024,68222946.13333334,57017899.36670883,1.1965180564538094,0.5826028609228873,0.17941571931285613,-0.4031871416100311,0.1388928470843175,-0.8633881274476936,-1.2563063432850885,-1.2134772768135196,-0.69518115917044,5.8377304471659395,1.0,1,0,0,19
England/UK,Anglo-Nepalese War,1814,1816,2,Won,Kingdom of Nepal,Nepal,Colonial / Eastern,Offensive,Away,London,Kathmandu,7331,3204.0,20605.3,641.0,3881.0,33.3928898,0.74487374,90916.966,5034518.4,7832283.6,474.517468,982121.86,816876.88,4520179.12,8938608.5,28592.4742,3808357.58,4.998439937597504,5.309275959804174,44.83026854994244,191.59877587477982,5.126164689990711,9.588083335153273,158.08982071233277,66019381.199999996,2487721.0,26.538096997211504,1.60912585126758,3.278581323138521,1.6694554718709411,3.8028835485563306,5.255403476553823,1.6343577557891595,2.2605210081440106,5.063163357021381,8.899867211223587,1.0,1,0,1,19
England/UK,Waterloo Campaign,1815,1815,1,Won,France,France,European,Offensive,Away,London,Paris,343,3489.0,20710.916666666664,1786.348619458091,30842.541666666664,33.7280965,29.156094500000002,94061.195,5106730.5,7840339.5,212224.745,17506398.0,26544381.0,4674961.35,9105778.25,8968073.5,21762115.0,1.9531461899404763,0.6715048613859914,1.1568111943113641,0.4432150218863498,0.29170652352357124,0.2953672003125633,0.5212893661052176,72260388.24999999,55095531.72682864,1.3115471615425567,0.6694415031333004,0.2712074796801954,-0.398234023453105,0.14566724933903075,-0.8137002499755555,-1.2320070385478616,-1.219535949875126,-0.6514499862167921,5.8377304471659395,1.0,1,0,0,19
England/UK,Third Anglo-Maratha War,1817,1818,1,Won,Maratha Confederacy,India,Colonial / Eastern,Offensive,Away,London,Pune,7306,3253.0,20922.15,955.4,207900.0,34.3985099,12.2999993,100349.65299999999,5251154.7,7856451.3,493599.76,3528446.49,87528992.0,4984525.8100000005,9440117.75,25226671.2,179862530.0,3.4048566045635336,0.10063564213564215,2.7966269802958443,0.20330166489546103,1.4882341888653665,0.08975827460688682,0.19758951827143967,68059753.95,198627660.0,0.34264993078003336,1.22520282551749,-1.071045962963944,-2.2962487884814338,1.0284140411128841,-1.5930643690283877,0.39759030901734754,-2.4106350596865433,-1.6215635402603372,8.896451207355227,1.0,1,0,1,19
England/UK,First Anglo-Burmese War,1824,1826,2,Won,Burma,Myanmar,Colonial / Eastern,Offensive,Away,London,Amarapura,8533,3492.0,22407.0,803.0,3562.8,36.744958000000004,5.1423966,121220.10399999999,5509318.8,7860328.6,9614.05364,50410.26,2612971.56,6006286.1,10290013.8,358363.736,6601636.3,4.348692403486924,6.2891545975075775,7.145492823326775,12.608636121568383,109.289632705723,3.008195236537515,16.76030662879349,78245244.0,2860928.4000000004,27.349598822536066,1.4698752030127311,3.308701860480193,1.8388266574674619,1.9664817835765707,2.534381985647372,4.694001538952063,1.101340309745107,2.819013390160655,9.051696278536586,1.0,1,0,1,19
England/UK,First Anglo-Ashanti War,1824,1831,7,Indecisive,Ashanti Empire,Ghana,Colonial / Eastern,Offensive,Away,London,Kumasi,4985,3492.0,22407.0,1042.2032085561502,1579.0,36.744958000000004,4.91344768,121220.10399999999,5509318.8,7860328.6,8122.7798,3223213.4,1270910.44,6006286.1,10290013.8,125912.064,2435813.3200000003,3.3505941752355133,14.190626979100697,7.478446987350439,14.92347533537718,1.7092628120744349,6.1848013460334785,47.70222891430006,78245244.0,1645638.8663101613,47.54703209911472,1.2091376958514757,3.8617193706210102,2.652581674769534,2.0120251484179787,2.7029354989768737,0.5360621735124638,1.8220948866598368,3.8649781245656913,8.514188682395938,,1,0,1,19
England/UK,First Anglo-Afghan War,1839,1842,3,Lost,Afghanistan,Afghanistan,Colonial / Eastern,Offensive,Away,London,Kabul,5707,3881.0,26483.0,1156.0,3632.26,41.773054,1.65086714,177551.788,6496976.1,8132907.7,1321.079015,11825671.5,3832682.07,8745525.35,12164162.7,58773.5429,3499484.33,3.3572664359861593,7.291052953257751,25.303704330803996,134.3990677196549,0.5493959560774202,2.121988610445844,148.80037715065157,102780523.0,4198892.5600000005,24.478007362970008,1.2111270821365836,3.197775055759595,1.9866479736230118,3.2309508012529755,4.90081349145528,-0.5989358659643249,0.7523536728097358,5.002605657010373,8.649448770536708,0.0,1,0,1,19
England/UK,First Opium War,1839,1842,3,Won,China,China,Colonial / Eastern,Offensive,Away,London,Beijing,8140,3881.0,26483.0,848.7,411699.0,41.773054,6.11386995,177551.788,6496976.1,8132907.7,719987.1749999999,278474538.0,84224340.0,8745525.35,12164162.7,24984065.0,383641576.0,4.572876163544244,0.06432612175399989,6.832506144492001,0.2466040981910546,0.023330592975074796,0.09656243907640001,0.35004413212981955,102780523.0,349408941.3,0.29415538886211096,1.520142364393275,-1.2236471177235189,-2.743789482116794,1.9216915381233042,-1.3999710696103622,-3.7579897764233317,-2.3375654428142845,-1.049696040648096,9.004545458996587,1.0,1,0,1,19
England/UK,First Anglo-Sikh War,1845,1846,1,Won,Sikh Empire,India,Colonial / Eastern,Defensive,Away,London,Lahore,6286,4387.0,28040.0,945.3333333333334,231106.0,43.784293500000004,10.999999500000001,194515.485,5843826.0,8059309.0,477790.80000000005,3819186.6,107262440.0,9554280.0,12246695.0,24418714.0,197569600.0,4.640691114245416,0.12132960632783225,3.980390499108659,0.4071143374882898,1.530123194294827,0.07513635714421563,0.3912687621469337,123011480.0,218472205.33333334,0.5630532259804655,1.5348633021823055,-0.5743811153812853,-2.1092444175635907,1.3813799298372842,-0.8986612055026251,0.42534825130979736,-2.588450720924306,-0.9383605839083885,8.746080217357513,1.0,0,0,1,19
England/UK,New Zealand Wars,1845,1872,27,Won,Māori tribes,New Zealand,Colonial / Eastern,Offensive,Away,London,Auckland,18335,4387.0,28040.0,1657.6666666666665,80.0,43.784293500000004,32.416666,194515.485,5843826.0,8059309.0,4460.3147,843894.5999999999,26362.4245,9554280.0,12246695.0,95022.908,197355.265,2.6464910516790674,350.5,1.3506723208364488,43.61026028051339,6.924829238153675,305.71198032259895,100.54712280537657,123011480.0,132613.3333333333,927.5951136135131,0.9732346311195853,6.83259533759423,5.859360706474645,0.3006024839162153,3.7752924502045184,1.9351133930189983,5.722643417931306,4.610626501243136,9.816567080505427,1.0,1,0,1,19
England/UK,Second Anglo-Sikh War,1848,1849,1,Won,Sikh Empire,India,Colonial / Eastern,Offensive,Away,London,Lahore,6286,4361.0,27683.0,946.3333333333334,233911.0,44.7899136,10.999999200000001,202082.03399999999,5390244.9,7994948.8,490704.06,3922407.84,109596644.0,9912658.2,12206109.8,25078679.2,202909324.0,4.608312786192321,0.1183484316684551,4.071810623404408,0.4118205869338028,1.374218367868651,0.07294884686432551,0.39526237091465327,120725563.0,221357776.33333334,0.5453865908835498,1.527861800037905,-0.6062603947116282,-2.134122194749533,1.4040877711442434,-0.8871674930838748,0.31788510975215306,-2.617996811344234,-0.9282055044205534,8.746080217357513,1.0,1,0,1,19
England/UK,Second Anglo-Burmese War,1852,1853,1,Won,Burma,Myanmar,Colonial / Eastern,Offensive,Away,London,Amarapura,8533,4626.0,27076.0,803.0,3963.3,46.1307396,6.6320608000000005,214619.104,4925689.6,7782051.4,14578.005,61336.310000000005,3070988.44,10506662.6,12244717.4,543395.1,7636604.7,5.760896637608966,6.8316806701486135,6.955717233472889,14.722117601139525,80.30625904949285,2.5340542799307966,19.335217781684083,125253576.0,3182529.9000000004,39.35660620187731,1.7510931288446228,3.6726638439207027,1.9215707150760801,1.9395639449286954,2.6893509617271145,4.385847563736927,0.9298205023209872,2.961928188594693,9.051696278536586,1.0,1,0,1,19
England/UK,Crimean War,1853,1856,3,Won,Russia,Russia,European,Offensive,Away,London,St. Petersburg,2099,4734.0,27248.0,754.4524815738736,101936.816,46.4659459,5.09722572,218365.456,4844605.65,7697056.1,129795.338,26667743.2,65129251.0,10684205.4,12277549.6,2841170.08,52514552.2,6.274749060569512,0.2673028359057242,9.115928634998726,1.6823828911328078,0.1816653780436884,0.11818124700988807,3.760494831059181,128992032.0,76906483.79493934,1.6772582184870093,1.8365334938707243,0.5171604474262049,-1.3193730464445192,2.210023282809434,0.5202111760327286,-1.7055888663496555,-2.1355358413358134,1.3245505527478572,7.649216319820633,1.0,1,0,0,19
England/UK,Second Opium War,1856,1860,4,Won,China,China,Colonial / Eastern,Offensive,Away,London,Beijing,8140,5013.0,27978.0,884.1,390628.0,47.4715648,6.2179395600000005,229604.512,4601353.8,7442070.2,761220.61,289508168.0,84675773.6,11216833.8,12376046.2,26414893.6,398419878.0,5.670173057346454,0.07162312993436211,7.634613418468159,0.3016267675674204,0.015893692505421816,0.08788901339308225,0.424640506596627,140253714.0,345354214.8,0.40611554163664426,1.7352196388517447,-0.9011175745551915,-2.636337213406936,2.032692304575111,-1.198564894905184,-4.14183294623354,-2.4316804719426792,-0.8565123348363991,9.004545458996587,1.0,1,0,1,19
England/UK,Indian Rebellion of 1857,1857,1858,1,Won,Indian rebels,India,Colonial / Eastern,Defensive,Away,London,Delhi,6713,5019.0,28186.0,916.4,241683.0,47.8067711,10.2999997,233350.864,4520269.85,7357074.9,483973.492,4135731.75,112273564.0,11394376.6,12408878.4,24734698.0,215652643.0,5.476865997381056,0.11662384197481826,4.641434222566045,0.48215629132018656,1.0929794588345823,0.0655281139912865,0.4606636636517656,141465534.0,221478301.2,0.6387331545958237,1.700533039075593,-0.4482685102647043,-2.1488015493402974,1.535023418167654,-0.7294869616400942,0.08890741563681767,-2.7252760071890023,-0.7750870821895401,8.811801223938751,1.0,0,0,1,19
England/UK,Anglo-Abyssinian War,1868,1868,1,Won,Ethiopian Empire,Ethiopia,Colonial / Eastern,Offensive,Away,London,Gondar,5482,5636.0,30845.0,622.0,9597.52646723462,51.494038,2.21991288,283666.184,5336169.6,8008177.0,4850.672619999999,8419356.4,4288832.44,13769867.4,12941192.6,190557.196,8376928.8,9.061093247588424,3.213848912561271,23.19642291547946,58.479762750923406,0.633797804307227,1.8672161041572422,72.26107273324908,173842420.0,5969661.462619934,29.12098468037833,2.2039897802793913,3.3714590373302173,1.1674692570508258,3.1439980821069753,4.068680758506539,-0.4560252960619786,0.6244486072758375,4.280285571073584,8.60922527686273,1.0,1,0,1,19
England/UK,Third Anglo-Ashanti War,1873,1874,1,Won,Ashanti Empire,Ghana,Colonial / Eastern,Offensive,Away,London,Kumasi,4985,5842.0,32177.0,1042.2032085561502,1611.3720930232557,53.170071,7.67231256,311805.381,5851929.1,8203391.0,13867.9981,3548197.4,1397198.44,15091249.7,13245118.6,216187.728,2600183.7,5.6054327524988175,19.96869632986477,6.930123164846663,22.483806152237644,1.6492681889682912,5.8713141706628305,69.80622739140863,187978034.0,1679377.1655266765,111.93318443212691,1.7237362618396692,4.717902125707563,2.994165863867894,1.9358775857490254,3.1127953235156514,0.5003316676901882,1.7700784879417208,4.245723223430627,8.514188682395938,1.0,1,0,1,19
England/UK,Anglo-Perak War,1875,1876,1,Won,Perak Sultanate,Malaysia,Colonial / Eastern,Offensive,Away,London,Kuala Kangsar,10351,5950.0,32839.0,1015.4571694599629,996.25,53.840485,10.302284499999999,324052.135,6019243.5,8182519.0,14639.1615,62992.652,553568.9,15665027.5,13375433.0,180992.405,1569007.55,5.859429800632862,32.96260978670013,5.226072430828328,22.135976503845523,95.55469263303917,14.781392162746137,86.55074504369396,195392050.0,1011649.205074488,193.14209809082314,1.768052295208345,5.263426177536739,3.495373882328394,1.653660026709289,3.097204181038702,4.559698781286084,2.693369103421593,4.460730889831198,9.24483841238375,1.0,1,0,1,19
